iso_code,continent,date,total_cases
AFG,Asia,2020-06-17,24102
AFG,Asia,2020-06-18,24102
AFG,Asia,2020-06-19,24102
AFG,Asia,2020-06-20,24102
AFG,Asia,2020-06-21,28297
AFG,Asia,2020-06-22,28297
AFG,Asia,2020-06-23,28297
AFG,Asia,2020-06-24,28297
AFG,Asia,2020-06-25,28297
AFG,Asia,2020-06-26,28297
AFG,Asia,2020-06-27,28297
AFG,Asia,2020-06-28,30616
AFG,Asia,2020-06-29,30616
AFG,Asia,2020-06-30,30616
AFG,Asia,2020-07-01,30616
AFG,Asia,2020-07-02,30616
AFG,Asia,2020-07-03,30616
AFG,Asia,2020-07-04,30616
AFG,Asia,2020-07-05,32672
AFG,Asia,2020-07-06,32672
AFG,Asia,2020-07-07,32672
AFG,Asia,2020-07-08,32672
AFG,Asia,2020-07-09,32672
AFG,Asia,2020-07-10,32672
AFG,Asia,2020-07-11,32672
AFG,Asia,2020-07-12,34351
AFG,Asia,2020-07-13,34351
AFG,Asia,2020-07-14,34351
AFG,Asia,2020-07-15,34351
AFG,Asia,2020-07-16,34351
AFG,Asia,2020-07-17,34351
AFG,Asia,2020-07-18,34351
AFG,Asia,2020-07-19,35289
AFG,Asia,2020-07-20,35289
AFG,Asia,2020-07-21,35289
AFG,Asia,2020-07-22,35289
AFG,Asia,2020-07-23,35289
AFG,Asia,2020-07-24,35289
AFG,Asia,2020-07-25,35289
AFG,Asia,2020-07-26,36036
AFG,Asia,2020-07-27,36036
AFG,Asia,2020-07-28,36036
AFG,Asia,2020-07-29,36036
AFG,Asia,2020-07-30,36036
AFG,Asia,2020-07-31,36036
AFG,Asia,2020-08-01,36036
AFG,Asia,2020-08-02,36710
AFG,Asia,2020-08-03,36710
AFG,Asia,2020-08-04,36710
AFG,Asia,2020-08-05,36710
AFG,Asia,2020-08-06,36710
AFG,Asia,2020-08-07,36710
AFG,Asia,2020-08-08,36710
AFG,Asia,2020-08-09,37015
AFG,Asia,2020-08-10,37015
AFG,Asia,2020-08-11,37015
AFG,Asia,2020-08-12,37015
AFG,Asia,2020-08-13,37015
AFG,Asia,2020-08-14,37015
AFG,Asia,2020-08-15,37015
AFG,Asia,2020-08-16,37551
AFG,Asia,2020-08-17,37551
AFG,Asia,2020-08-18,37551
AFG,Asia,2020-08-19,37551
AFG,Asia,2020-08-20,37551
AFG,Asia,2020-08-21,37551
AFG,Asia,2020-08-22,37551
AFG,Asia,2020-08-23,37894
AFG,Asia,2020-08-24,37894
AFG,Asia,2020-08-25,37894
AFG,Asia,2020-08-26,37894
AFG,Asia,2020-08-27,37894
AFG,Asia,2020-08-28,37894
AFG,Asia,2020-08-29,37894
AFG,Asia,2020-08-30,38143
AFG,Asia,2020-08-31,38143
AFG,Asia,2020-09-01,38143
AFG,Asia,2020-09-02,38143
AFG,Asia,2020-09-03,38143
AFG,Asia,2020-09-04,38143
AFG,Asia,2020-09-05,38143
AFG,Asia,2020-09-06,38304
AFG,Asia,2020-09-07,38304
AFG,Asia,2020-09-08,38304
AFG,Asia,2020-09-09,38304
AFG,Asia,2020-09-10,38304
AFG,Asia,2020-09-11,38304
AFG,Asia,2020-09-12,38304
AFG,Asia,2020-09-13,38641
AFG,Asia,2020-09-14,38641
AFG,Asia,2020-09-15,38641
AFG,Asia,2020-09-16,38641
AFG,Asia,2020-09-17,38641
AFG,Asia,2020-09-18,38641
AFG,Asia,2020-09-19,38641
AFG,Asia,2020-09-20,38919
AFG,Asia,2020-09-21,38919
AFG,Asia,2020-09-22,38919
AFG,Asia,2020-09-23,38919
AFG,Asia,2020-09-24,38919
AFG,Asia,2020-09-25,38919
AFG,Asia,2020-09-26,38919
AFG,Asia,2020-09-27,39192
AFG,Asia,2020-09-28,39192
AFG,Asia,2020-09-29,39192
AFG,Asia,2020-09-30,39192
AFG,Asia,2020-10-01,39192
AFG,Asia,2020-10-02,39192
AFG,Asia,2020-10-03,39192
AFG,Asia,2020-10-04,39297
AFG,Asia,2020-10-05,39297
AFG,Asia,2020-10-06,39297
AFG,Asia,2020-10-07,39297
AFG,Asia,2020-10-08,39297
AFG,Asia,2020-10-09,39297
AFG,Asia,2020-10-10,39297
AFG,Asia,2020-10-11,39703
AFG,Asia,2020-10-12,39703
AFG,Asia,2020-10-13,39703
AFG,Asia,2020-10-14,39703
AFG,Asia,2020-10-15,39703
AFG,Asia,2020-10-16,39703
AFG,Asia,2020-10-17,39703
AFG,Asia,2020-10-18,40141
AFG,Asia,2020-10-19,40141
AFG,Asia,2020-10-20,40141
AFG,Asia,2020-10-21,40141
AFG,Asia,2020-10-22,40141
AFG,Asia,2020-10-23,40141
AFG,Asia,2020-10-24,40141
AFG,Asia,2020-10-25,40768
AFG,Asia,2020-10-26,40768
AFG,Asia,2020-10-27,40768
AFG,Asia,2020-10-28,40768
AFG,Asia,2020-10-29,40768
AFG,Asia,2020-10-30,40768
AFG,Asia,2020-10-31,40768
AFG,Asia,2020-11-01,41425
AFG,Asia,2020-11-02,41425
AFG,Asia,2020-11-03,41425
AFG,Asia,2020-11-04,41425
AFG,Asia,2020-11-05,41425
AFG,Asia,2020-11-06,41425
AFG,Asia,2020-11-07,41425
AFG,Asia,2020-11-08,42033
AFG,Asia,2020-11-09,42033
AFG,Asia,2020-11-10,42033
AFG,Asia,2020-11-11,42033
AFG,Asia,2020-11-12,42033
AFG,Asia,2020-11-13,42033
AFG,Asia,2020-11-14,42033
AFG,Asia,2020-11-15,43035
AFG,Asia,2020-11-16,43035
AFG,Asia,2020-11-17,43035
AFG,Asia,2020-11-18,43035
AFG,Asia,2020-11-19,43035
AFG,Asia,2020-11-20,43035
AFG,Asia,2020-11-21,43035
AFG,Asia,2020-11-22,44503
AFG,Asia,2020-11-23,44503
AFG,Asia,2020-11-24,44503
AFG,Asia,2020-11-25,44503
AFG,Asia,2020-11-26,44503
AFG,Asia,2020-11-27,44503
AFG,Asia,2020-11-28,44503
AFG,Asia,2020-11-29,45966
AFG,Asia,2020-11-30,45966
AFG,Asia,2020-12-01,45966
AFG,Asia,2020-12-02,45966
AFG,Asia,2020-12-03,45966
AFG,Asia,2020-12-04,45966
AFG,Asia,2020-12-05,45966
AFG,Asia,2020-12-06,47641
AFG,Asia,2020-12-07,47641
AFG,Asia,2020-12-08,47641
AFG,Asia,2020-12-09,47641
AFG,Asia,2020-12-10,47641
AFG,Asia,2020-12-11,47641
AFG,Asia,2020-12-12,47641
AFG,Asia,2020-12-13,48952
AFG,Asia,2020-12-14,48952
AFG,Asia,2020-12-15,48952
AFG,Asia,2020-12-16,48952
AFG,Asia,2020-12-17,48952
AFG,Asia,2020-12-18,48952
AFG,Asia,2020-12-19,48952
AFG,Asia,2020-12-20,50536
AFG,Asia,2020-12-21,50536
AFG,Asia,2020-12-22,50536
AFG,Asia,2020-12-23,50536
AFG,Asia,2020-12-24,50536
AFG,Asia,2020-12-25,50536
AFG,Asia,2020-12-26,50536
AFG,Asia,2020-12-27,51848
AFG,Asia,2020-12-28,51848
AFG,Asia,2020-12-29,51848
AFG,Asia,2020-12-30,51848
AFG,Asia,2020-12-31,51848
AFG,Asia,2021-01-01,51848
AFG,Asia,2021-01-02,51848
AFG,Asia,2021-01-03,52709
AFG,Asia,2021-01-04,52709
AFG,Asia,2021-01-05,52709
AFG,Asia,2021-01-06,52709
AFG,Asia,2021-01-07,52709
AFG,Asia,2021-01-08,52709
AFG,Asia,2021-01-09,52709
AFG,Asia,2021-01-10,53489
AFG,Asia,2021-01-11,53489
AFG,Asia,2021-01-12,53489
AFG,Asia,2021-01-13,53489
AFG,Asia,2021-01-14,53489
AFG,Asia,2021-01-15,53489
AFG,Asia,2021-01-16,53489
AFG,Asia,2021-01-17,53984
AFG,Asia,2021-01-18,53984
AFG,Asia,2021-01-19,53984
AFG,Asia,2021-01-20,53984
AFG,Asia,2021-01-21,53984
AFG,Asia,2021-01-22,53984
AFG,Asia,2021-01-23,53984
AFG,Asia,2021-01-24,54595
AFG,Asia,2021-01-25,54595
AFG,Asia,2021-01-26,54595
AFG,Asia,2021-01-27,54595
AFG,Asia,2021-01-28,54595
AFG,Asia,2021-01-29,54595
AFG,Asia,2021-01-30,54595
AFG,Asia,2021-01-31,55023
AFG,Asia,2021-02-01,55023
AFG,Asia,2021-02-02,55023
AFG,Asia,2021-02-03,55023
AFG,Asia,2021-02-04,55023
AFG,Asia,2021-02-05,55023
AFG,Asia,2021-02-06,55023
AFG,Asia,2021-02-07,55335
AFG,Asia,2021-02-08,55335
AFG,Asia,2021-02-09,55335
AFG,Asia,2021-02-10,55335
AFG,Asia,2021-02-11,55335
AFG,Asia,2021-02-12,55335
AFG,Asia,2021-02-13,55335
AFG,Asia,2021-02-14,55492
AFG,Asia,2021-02-15,55492
AFG,Asia,2021-02-16,55492
AFG,Asia,2021-02-17,55492
AFG,Asia,2021-02-18,55492
AFG,Asia,2021-02-19,55492
AFG,Asia,2021-02-20,55492
AFG,Asia,2021-02-21,55604
AFG,Asia,2021-02-22,55604
AFG,Asia,2021-02-23,55604
AFG,Asia,2021-02-24,55604
AFG,Asia,2021-02-25,55604
AFG,Asia,2021-02-26,55604
AFG,Asia,2021-02-27,55604
AFG,Asia,2021-02-28,55714
AFG,Asia,2021-03-01,55714
AFG,Asia,2021-03-02,55714
AFG,Asia,2021-03-03,55714
AFG,Asia,2021-03-04,55714
AFG,Asia,2021-03-05,55714
AFG,Asia,2021-03-06,55714
AFG,Asia,2021-03-07,55847
AFG,Asia,2021-03-08,55847
AFG,Asia,2021-03-09,55847
AFG,Asia,2021-03-10,55847
AFG,Asia,2021-03-11,55847
AFG,Asia,2021-03-12,55847
AFG,Asia,2021-03-13,55847
AFG,Asia,2021-03-14,55985
AFG,Asia,2021-03-15,55985
AFG,Asia,2021-03-16,55985
AFG,Asia,2021-03-17,55985
AFG,Asia,2021-03-18,55985
AFG,Asia,2021-03-19,55985
AFG,Asia,2021-03-20,55985
AFG,Asia,2021-03-21,56103
AFG,Asia,2021-03-22,56103
AFG,Asia,2021-03-23,56103
AFG,Asia,2021-03-24,56103
AFG,Asia,2021-03-25,56103
AFG,Asia,2021-03-26,56103
AFG,Asia,2021-03-27,56103
AFG,Asia,2021-03-28,56294
AFG,Asia,2021-03-29,56294
AFG,Asia,2021-03-30,56294
AFG,Asia,2021-03-31,56294
AFG,Asia,2021-04-01,56294
AFG,Asia,2021-04-02,56294
AFG,Asia,2021-04-03,56294
AFG,Asia,2021-04-04,56676
AFG,Asia,2021-04-05,56676
AFG,Asia,2021-04-06,56676
AFG,Asia,2021-04-07,56676
AFG,Asia,2021-04-08,56676
AFG,Asia,2021-04-09,56676
AFG,Asia,2021-04-10,56676
AFG,Asia,2021-04-11,57160
AFG,Asia,2021-04-12,57160
AFG,Asia,2021-04-13,57160
AFG,Asia,2021-04-14,57160
AFG,Asia,2021-04-15,57160
AFG,Asia,2021-04-16,57160
AFG,Asia,2021-04-17,57160
AFG,Asia,2021-04-18,57793
AFG,Asia,2021-04-19,57793
AFG,Asia,2021-04-20,57793
AFG,Asia,2021-04-21,57793
AFG,Asia,2021-04-22,57793
AFG,Asia,2021-04-23,57793
AFG,Asia,2021-04-24,57793
AFG,Asia,2021-04-25,58843
AFG,Asia,2021-04-26,58843
AFG,Asia,2021-04-27,58843
AFG,Asia,2021-04-28,58843
AFG,Asia,2021-04-29,58843
AFG,Asia,2021-04-30,58843
AFG,Asia,2021-05-01,58843
AFG,Asia,2021-05-02,60122
AFG,Asia,2021-05-03,60122
AFG,Asia,2021-05-04,60122
AFG,Asia,2021-05-05,60122
AFG,Asia,2021-05-06,60122
AFG,Asia,2021-05-07,60122
AFG,Asia,2021-05-08,60122
AFG,Asia,2021-05-09,61842
AFG,Asia,2021-05-10,61842
AFG,Asia,2021-05-11,61842
AFG,Asia,2021-05-12,61842
AFG,Asia,2021-05-13,61842
AFG,Asia,2021-05-14,61842
AFG,Asia,2021-05-15,61842
AFG,Asia,2021-05-16,63484
AFG,Asia,2021-05-17,63484
AFG,Asia,2021-05-18,63484
AFG,Asia,2021-05-19,63484
AFG,Asia,2021-05-20,63484
AFG,Asia,2021-05-21,63484
AFG,Asia,2021-05-22,63484
AFG,Asia,2021-05-23,65728
AFG,Asia,2021-05-24,65728
AFG,Asia,2021-05-25,65728
AFG,Asia,2021-05-26,65728
AFG,Asia,2021-05-27,65728
AFG,Asia,2021-05-28,65728
AFG,Asia,2021-05-29,65728
AFG,Asia,2021-05-30,70761
AFG,Asia,2021-05-31,70761
AFG,Asia,2021-06-01,70761
AFG,Asia,2021-06-02,70761
AFG,Asia,2021-06-03,70761
AFG,Asia,2021-06-04,70761
AFG,Asia,2021-06-05,70761
AFG,Asia,2021-06-06,79224
AFG,Asia,2021-06-07,79224
AFG,Asia,2021-06-08,79224
AFG,Asia,2021-06-09,79224
AFG,Asia,2021-06-10,79224
AFG,Asia,2021-06-11,79224
AFG,Asia,2021-06-12,79224
AFG,Asia,2021-06-13,89861
AFG,Asia,2021-06-14,89861
AFG,Asia,2021-06-15,89861
AFG,Asia,2021-06-16,89861
AFG,Asia,2021-06-17,89861
AFG,Asia,2021-06-18,89861
AFG,Asia,2021-06-19,89861
AFG,Asia,2021-06-20,101906
AFG,Asia,2021-06-21,101906
AFG,Asia,2021-06-22,101906
AFG,Asia,2021-06-23,101906
AFG,Asia,2021-06-24,101906
AFG,Asia,2021-06-25,101906
AFG,Asia,2021-06-26,101906
AFG,Asia,2021-06-27,114220
AFG,Asia,2021-06-28,114220
AFG,Asia,2021-06-29,114220
AFG,Asia,2021-06-30,114220
AFG,Asia,2021-07-01,114220
AFG,Asia,2021-07-02,114220
AFG,Asia,2021-07-03,114220
AFG,Asia,2021-07-04,124748
AFG,Asia,2021-07-05,124748
AFG,Asia,2021-07-06,124748
AFG,Asia,2021-07-07,124748
AFG,Asia,2021-07-08,124748
AFG,Asia,2021-07-09,124748
AFG,Asia,2021-07-10,124748
AFG,Asia,2021-07-11,133578
AFG,Asia,2021-07-12,133578
AFG,Asia,2021-07-13,133578
AFG,Asia,2021-07-14,133578
AFG,Asia,2021-07-15,133578
AFG,Asia,2021-07-16,133578
AFG,Asia,2021-07-17,133578
AFG,Asia,2021-07-18,140602
AFG,Asia,2021-07-19,140602
AFG,Asia,2021-07-20,140602
AFG,Asia,2021-07-21,140602
AFG,Asia,2021-07-22,140602
AFG,Asia,2021-07-23,140602
AFG,Asia,2021-07-24,140602
AFG,Asia,2021-07-25,143871
AFG,Asia,2021-07-26,143871
AFG,Asia,2021-07-27,143871
AFG,Asia,2021-07-28,143871
AFG,Asia,2021-07-29,143871
AFG,Asia,2021-07-30,143871
AFG,Asia,2021-07-31,143871
AFG,Asia,2021-08-01,147501
AFG,Asia,2021-08-02,147501
AFG,Asia,2021-08-03,147501
AFG,Asia,2021-08-04,147501
AFG,Asia,2021-08-05,147501
AFG,Asia,2021-08-06,147501
AFG,Asia,2021-08-07,147501
AFG,Asia,2021-08-08,150458
AFG,Asia,2021-08-09,150458
AFG,Asia,2021-08-10,150458
AFG,Asia,2021-08-11,150458
AFG,Asia,2021-08-12,150458
AFG,Asia,2021-08-13,150458
AFG,Asia,2021-08-14,150458
AFG,Asia,2021-08-15,152033
AFG,Asia,2021-08-16,152033
AFG,Asia,2021-08-17,152033
AFG,Asia,2021-08-18,152033
AFG,Asia,2021-08-19,152033
AFG,Asia,2021-08-20,152033
AFG,Asia,2021-08-21,152033
AFG,Asia,2021-08-22,152511
AFG,Asia,2021-08-23,152511
AFG,Asia,2021-08-24,152511
AFG,Asia,2021-08-25,152511
AFG,Asia,2021-08-26,152511
AFG,Asia,2021-08-27,152511
AFG,Asia,2021-08-28,152511
AFG,Asia,2021-08-29,153033
AFG,Asia,2021-08-30,153033
AFG,Asia,2021-08-31,153033
AFG,Asia,2021-09-01,153033
AFG,Asia,2021-09-02,153033
AFG,Asia,2021-09-03,153033
AFG,Asia,2021-09-04,153033
AFG,Asia,2021-09-05,153423
AFG,Asia,2021-09-06,153423
AFG,Asia,2021-09-07,153423
AFG,Asia,2021-09-08,153423
AFG,Asia,2021-09-09,153423
AFG,Asia,2021-09-10,153423
AFG,Asia,2021-09-11,153423
AFG,Asia,2021-09-12,153990
AFG,Asia,2021-09-13,153990
AFG,Asia,2021-09-14,153990
AFG,Asia,2021-09-15,153990
AFG,Asia,2021-09-16,153990
AFG,Asia,2021-09-17,153990
AFG,Asia,2021-09-18,153990
AFG,Asia,2021-09-19,154539
AFG,Asia,2021-09-20,154539
AFG,Asia,2021-09-21,154539
AFG,Asia,2021-09-22,154539
AFG,Asia,2021-09-23,154539
AFG,Asia,2021-09-24,154539
AFG,Asia,2021-09-25,154539
AFG,Asia,2021-09-26,154899
AFG,Asia,2021-09-27,154899
AFG,Asia,2021-09-28,154899
AFG,Asia,2021-09-29,154899
AFG,Asia,2021-09-30,154899
AFG,Asia,2021-10-01,154899
AFG,Asia,2021-10-02,154899
AFG,Asia,2021-10-03,155141
AFG,Asia,2021-10-04,155141
AFG,Asia,2021-10-05,155141
AFG,Asia,2021-10-06,155141
AFG,Asia,2021-10-07,155141
AFG,Asia,2021-10-08,155141
AFG,Asia,2021-10-09,155141
AFG,Asia,2021-10-10,155344
AFG,Asia,2021-10-11,155344
AFG,Asia,2021-10-12,155344
AFG,Asia,2021-10-13,155344
AFG,Asia,2021-10-14,155344
AFG,Asia,2021-10-15,155344
AFG,Asia,2021-10-16,155344
AFG,Asia,2021-10-17,155617
AFG,Asia,2021-10-18,155617
AFG,Asia,2021-10-19,155617
AFG,Asia,2021-10-20,155617
AFG,Asia,2021-10-21,155617
AFG,Asia,2021-10-22,155617
AFG,Asia,2021-10-23,155617
AFG,Asia,2021-10-24,155818
AFG,Asia,2021-10-25,155818
AFG,Asia,2021-10-26,155818
AFG,Asia,2021-10-27,155818
AFG,Asia,2021-10-28,155818
AFG,Asia,2021-10-29,155818
AFG,Asia,2021-10-30,155818
AFG,Asia,2021-10-31,156088
AFG,Asia,2021-11-01,156088
AFG,Asia,2021-11-02,156088
AFG,Asia,2021-11-03,156088
AFG,Asia,2021-11-04,156088
AFG,Asia,2021-11-05,156088
AFG,Asia,2021-11-06,156088
AFG,Asia,2021-11-07,156275
AFG,Asia,2021-11-08,156275
AFG,Asia,2021-11-09,156275
AFG,Asia,2021-11-10,156275
AFG,Asia,2021-11-11,156275
AFG,Asia,2021-11-12,156275
AFG,Asia,2021-11-13,156275
AFG,Asia,2021-11-14,156512
AFG,Asia,2021-11-15,156512
AFG,Asia,2021-11-16,156512
AFG,Asia,2021-11-17,156512
AFG,Asia,2021-11-18,156512
AFG,Asia,2021-11-19,156512
AFG,Asia,2021-11-20,156512
AFG,Asia,2021-11-21,156864
AFG,Asia,2021-11-22,156864
AFG,Asia,2021-11-23,156864
AFG,Asia,2021-11-24,156864
AFG,Asia,2021-11-25,156864
AFG,Asia,2021-11-26,156864
AFG,Asia,2021-11-27,156864
AFG,Asia,2021-11-28,157190
AFG,Asia,2021-11-29,157190
AFG,Asia,2021-11-30,157190
AFG,Asia,2021-12-01,157190
AFG,Asia,2021-12-02,157190
AFG,Asia,2021-12-03,157190
AFG,Asia,2021-12-04,157190
AFG,Asia,2021-12-05,157431
AFG,Asia,2021-12-06,157431
AFG,Asia,2021-12-07,157431
AFG,Asia,2021-12-08,157431
AFG,Asia,2021-12-09,157431
AFG,Asia,2021-12-10,157431
AFG,Asia,2021-12-11,157431
AFG,Asia,2021-12-12,157611
AFG,Asia,2021-12-13,157611
AFG,Asia,2021-12-14,157611
AFG,Asia,2021-12-15,157611
AFG,Asia,2021-12-16,157611
AFG,Asia,2021-12-17,157611
AFG,Asia,2021-12-18,157611
AFG,Asia,2021-12-19,157745
AFG,Asia,2021-12-20,157745
AFG,Asia,2021-12-21,157745
AFG,Asia,2021-12-22,157745
AFG,Asia,2021-12-23,157745
AFG,Asia,2021-12-24,157745
AFG,Asia,2021-12-25,157745
AFG,Asia,2021-12-26,157902
AFG,Asia,2021-12-27,157902
AFG,Asia,2021-12-28,157902
AFG,Asia,2021-12-29,157902
AFG,Asia,2021-12-30,157902
AFG,Asia,2021-12-31,157902
AFG,Asia,2022-01-01,157902
AFG,Asia,2022-01-02,158112
AFG,Asia,2022-01-03,158112
AFG,Asia,2022-01-04,158112
AFG,Asia,2022-01-05,158112
AFG,Asia,2022-01-06,158112
AFG,Asia,2022-01-07,158112
AFG,Asia,2022-01-08,158112
AFG,Asia,2022-01-09,158345
AFG,Asia,2022-01-10,158345
AFG,Asia,2022-01-11,158345
AFG,Asia,2022-01-12,158345
AFG,Asia,2022-01-13,158345
AFG,Asia,2022-01-14,158345
AFG,Asia,2022-01-15,158345
AFG,Asia,2022-01-16,158678
AFG,Asia,2022-01-17,158678
AFG,Asia,2022-01-18,158678
AFG,Asia,2022-01-19,158678
AFG,Asia,2022-01-20,158678
AFG,Asia,2022-01-21,158678
AFG,Asia,2022-01-22,158678
AFG,Asia,2022-01-23,159548
AFG,Asia,2022-01-24,159548
AFG,Asia,2022-01-25,159548
AFG,Asia,2022-01-26,159548
AFG,Asia,2022-01-27,159548
AFG,Asia,2022-01-28,159548
AFG,Asia,2022-01-29,159548
AFG,Asia,2022-01-30,161666
AFG,Asia,2022-01-31,161666
AFG,Asia,2022-02-01,161666
AFG,Asia,2022-02-02,161666
AFG,Asia,2022-02-03,161666
AFG,Asia,2022-02-04,161666
AFG,Asia,2022-02-05,161666
AFG,Asia,2022-02-06,165712
AFG,Asia,2022-02-07,165712
AFG,Asia,2022-02-08,165712
AFG,Asia,2022-02-09,165712
AFG,Asia,2022-02-10,165712
AFG,Asia,2022-02-11,165712
AFG,Asia,2022-02-12,165712
AFG,Asia,2022-02-13,170152
AFG,Asia,2022-02-14,170152
AFG,Asia,2022-02-15,170152
AFG,Asia,2022-02-16,170152
AFG,Asia,2022-02-17,170152
AFG,Asia,2022-02-18,170152
AFG,Asia,2022-02-19,170152
AFG,Asia,2022-02-20,171930
AFG,Asia,2022-02-21,171930
AFG,Asia,2022-02-22,171930
AFG,Asia,2022-02-23,171930
AFG,Asia,2022-02-24,171930
